job_id,machine,agent,command,git_commit,config_sha256,dataset_sha256,split_sha256,started_at,finished_at,status,artifact_revision,notes
train_classical-20260918T173335-650eb648,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder resnet50 --classifier gradient_boosting --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,253407f61c17eaf6bbd85625d2b5f5eaba3de5b3e5fdff32b3b3f0df2ba34f10,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:03:35.895203+00:00,2026-09-18T12:03:50.412650+00:00,complete,a84fe828b43e5d0200ac39d7975405bdc1fe2f59063c0a1c95cf76054c04b4fa,
train_classical-20260918T173352-471bcc8d,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder resnet50 --classifier knn --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,7c999b39d3682ab4f82bc4ee1c3c37e1d5e87357c1bb3bad1cd37fb079e270b2,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:03:52.164440+00:00,2026-09-18T12:03:54.884204+00:00,complete,f7d51f51a4d02c7e9f028f1b338a6b3f3b00fce1f3f36dc1dd5dd14cf2ac0ccb,
train_classical-20260918T173356-cdb211a2,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier logistic --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,456fef3ba405552be600ff4d9315e59dc5ccb960aae26732cd340caaf63f1708,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:03:56.239698+00:00,2026-09-18T12:03:58.254046+00:00,complete,ca325bc3daafb15e04696b537b9d0d38be0e9b61c338df805dd4f4d26f245b6d,
train_classical-20260918T173359-4162ef86,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier svm_linear --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,b739a38056a51e1479f3323901fe3eb9fa2d60d00b7979e4f8c38c9de18c3a91,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:03:59.614540+00:00,2026-09-18T12:04:01.822251+00:00,complete,d64137f3e4b03a8fba68f630e15d3cd01157c65dab98badce588d7e7220e2966,
train_classical-20260918T173403-a1613b15,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier random_forest --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,b9d21c3005ab226b74563fc4367d4dcdb2ed7fc6a05d1385f3954292f3d7906a,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:04:03.171976+00:00,2026-09-18T12:04:13.739027+00:00,complete,f195f66cc4ecac3d50caac0c0fa339ecbd94f327466498a9ae7d48dc0e2d00a5,
train_classical-20260918T173415-c022f6db,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier gradient_boosting --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,ea0b9e16a64db6495e87b0d29f67d9eb484b14f6e974d03fec1ec8892bc513c6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:04:15.125466+00:00,2026-09-18T12:04:37.133073+00:00,complete,1b9937de1ce363fc2acada3e75907f7b19ae830712f76a0c336c3bc30476f4aa,
train_classical-20260918T173438-fa5ad303,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder inception_v3 --classifier knn --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,f17323653afa0dae12d7a59747ba1d389626f25ce9aa814f180bc977a09ed7cc,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:04:38.495137+00:00,2026-09-18T12:04:41.159083+00:00,complete,b71f8b1ddccdb3d177fba26e08961901b0fe7c5c7a03f214979b42db36e7e7ce,
train_classical-20260918T173442-8c2a9856,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier logistic --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,7552a6a36efd8c3c80fd8afbe0ed16130aeef2a2595d1c5e706710d86a574765,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:04:42.495971+00:00,2026-09-18T12:04:44.489474+00:00,complete,d267a33744c8fa42e7a48e8403fb2604b626a17fcdd674c75bb59d562a055df6,
train_classical-20260918T173445-548a0271,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier svm_linear --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,f957f14bd6cd90ed0558230c4169b2671a597e5ab61d247dde6ba439ce359e79,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:04:45.827325+00:00,2026-09-18T12:04:48.076297+00:00,complete,dbe640a978c909687aa6621da3bfe008c53b29b4b66f75476fbd01f3f3415c0f,
train_classical-20260918T173449-b3fad565,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier random_forest --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,dbd7b3b69582c97a5a63e83f495b6b41f5ad4969762beef15fa7c4a6fa087724,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:04:49.415286+00:00,2026-09-18T12:05:00.026247+00:00,complete,dcba01da38ff6ec779bb2bcbad32406ffe94e7ed6c2576fe1a2865109d749395,
train_classical-20260918T173501-18485eb6,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier gradient_boosting --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,94c520157f48f93ed403691f6889485c83c10c515eec8cc9cccc602502a34d26,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:05:01.432759+00:00,2026-09-18T12:05:21.980135+00:00,complete,55b4e8661b8f5f13526c1825e08e6b97a787e61907a3b354b5ac317894b803f4,
train_classical-20260918T173523-6e178b58,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder bit50 --classifier knn --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,5718da9f4dfa864229dfd0d84b4df7eebd72b31904ff220cb639420d41efbd5b,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:05:23.346013+00:00,2026-09-18T12:05:26.052650+00:00,complete,e3f4ea1820d5a981bd7609f274506ee1767e48a816d833a1d31ce2a710d2e3ab,
train_classical-20260918T173527-477f1b7d,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier logistic --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,0c1f3cc7a90e4954d10c7525c0be86216bbf9229bb73ba3609bbee5158f21f74,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:05:27.428765+00:00,2026-09-18T12:05:29.307565+00:00,complete,96fbbbb983166556ec46e17d08428b6bdc719873c61df5712bb26747cbfccaaf,
train_classical-20260918T173530-598965f2,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier svm_linear --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,a46960c8ff168ab18b1dbb03d5e857131792b78fdc7ed465db12a527b2df54e6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:05:30.693520+00:00,2026-09-18T12:05:32.762571+00:00,complete,d878250a54d6a2a962205b5f9981146169392446f4302e5fdb0882da71823697,
train_classical-20260918T173534-e972ba5a,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier random_forest --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,86cae4e8b3ef44af60f613c20198cee6b8b81544a91f53545071343cb5afca78,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:05:34.120420+00:00,2026-09-18T12:05:44.607994+00:00,complete,912630f49a21f76efe102db8934665fb6e342fc6eb179c4d47cd66c45a6903a8,
train_classical-20260918T173545-da9acae7,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier gradient_boosting --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,5800115d15648ffc8de27e88d98cd5185990ab2fe6252485f3dcfa0b5adc7460,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:05:45.920067+00:00,2026-09-18T12:05:56.129606+00:00,complete,e1fc9089460c4c692a5a347a89d4f1262d2171c6aba414c0e93ccc81158ba10d,
train_classical-20260918T173557-37df6bc1,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder vit_base --classifier knn --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,4b0660c0d6b2b9c156f1abe055766cd805ef01d2a4c84f6f62e22cb32315497e,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:05:57.444618+00:00,2026-09-18T12:05:59.530227+00:00,complete,7d8fc3e9030b44df129d7fbb84554964ee65683dc187d5b69c44432180d81580,
train_classical-20260918T173600-8f5d9061,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier logistic --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,4a1eda95cec0834a8ab03643d7cc4b469ffe5c405b9222b7d65d2cfe2e299dc3,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:00.873128+00:00,2026-09-18T12:06:02.675513+00:00,complete,09cae69e707f6f6d68ed58cbd352eb8a626ac016576d3c1b41bef7d1f1bba413,
train_classical-20260918T173604-bf595a39,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier svm_linear --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,c6b657d97cf5cf17ba8042bac62f792456f3ce6e468952d97a295f80769d01c5,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:04.020567+00:00,2026-09-18T12:06:06.157068+00:00,complete,9d1d5e8f8670b4a53e3ad1f33616004bc84babdf2020f1e7cddfcfb7c57405fe,
train_classical-20260918T173607-05c871e7,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier random_forest --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,430c8a241800b7b070d609bd3e8e946083d6d443f1a889de0306efa2626e6f6f,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:07.473690+00:00,2026-09-18T12:06:18.067471+00:00,complete,27fa796c2a39c411a976c9284c4ce6a86a404fd89f8bf5ddd9ae8ecc9d600ad7,
train_classical-20260918T173619-1f105759,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier gradient_boosting --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,dca1e3cbd217e8d4baf10cb8e5890f7363728d85277ab24aa5d34fedd2b6378b,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:19.465714+00:00,2026-09-18T12:06:27.325697+00:00,complete,6c37735d99f820e32b644b5b9734836c208921a775cc19dee2c34d226718e515,
train_classical-20260918T173628-44536a5b,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder clip_vitb32 --classifier knn --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,e5c4df9a2c6bc56e48d31b230dea4432d73c74f8929de5231fd6320b7eb52517,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:28.658507+00:00,2026-09-18T12:06:30.665755+00:00,complete,7b123d6ae76afec29ed36d620224201bc81288f101a9c286399506c9570bdd99,
train_classical-20260918T173632-f8ca8cf9,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier logistic --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,0db37e7a0f3dd95ce2c18282b0aae4285f2196a1c2265fac2711eb3944830c89,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:32.067920+00:00,2026-09-18T12:06:34.538527+00:00,complete,b4ccb0f595e1063296a5abee66806bac819a5361af4aebaf8060de5fe6401d8c,
train_classical-20260918T173635-5cbe51a0,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier svm_linear --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,cbc0d5a8e76b285652050db5755e1a388482958fb80cd42447a00ab63063e79d,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:35.862292+00:00,2026-09-18T12:06:38.586420+00:00,complete,4bca41770f956d4264ca8e8b81414d9ba1fc927c1f36a299c0aa0e41a63af303,
train_classical-20260918T173639-99f06b68,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier random_forest --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,3b8b6ac580902d4c359bcf11f244538005a40cdf5d2cf9dce98116599a67679c,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:39.986561+00:00,2026-09-18T12:06:50.675000+00:00,complete,ac7f93df7fb0c28533149c2dbe95cda478be7db75f728fc103a25aac863a3566,
train_classical-20260918T173652-64ebca2f,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier gradient_boosting --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,b1e9dd1473964032036fd9a91b59d9dfc10d41cc783fda6fd6115917838e07df,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:06:52.005552+00:00,2026-09-18T12:07:29.189470+00:00,complete,c65696f15d8e88d39bad6a86aaab213f3df24bd6dcdc12e3e98cf14331064160,
train_classical-20260918T173730-a75d3b26,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder derm_foundation --classifier knn --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,e99e0dfc8b3e877b4a4b2a6d00c391feb47e8059432cedc95426940bd4c0525e,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:07:30.571423+00:00,2026-09-18T12:07:35.067082+00:00,complete,c271c903f47df66fdd0081532359af9fad797ea6979d15ddf9da3e2037a0cb10,
train_classical-20260918T173736-c1ba4d08,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier logistic --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,4b2b9b41265a306b1396ae9532372da419ff036ebaa6ae1c36b30770d916d379,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:07:36.383665+00:00,2026-09-18T12:07:38.264622+00:00,complete,0136feb18b01908392eb42e94564f9ba4b2210d661382641fe6b648885b5151e,
train_classical-20260918T173739-6ff4834e,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier svm_linear --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,68b1743b2fa534f37b57e1fe25cfeb9f4be38af6042c4beab8c75194fb5c4888,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:07:39.576010+00:00,2026-09-18T12:07:41.772982+00:00,complete,46649d80a17cc49a0558dd3bd14831aae7aacb9bd680876dded73b71a746ba23,
train_classical-20260918T173743-38e65430,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier random_forest --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,c1584756189baf62f23ac3f7101d377440e4f9837457ca99e544c58b617899f4,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:07:43.157642+00:00,2026-09-18T12:07:53.752071+00:00,complete,90f7ae20bbc06e184e279061e8621c42ef772fb43e28cf34e2b487e4c677ad29,
train_classical-20260918T173755-27ec171b,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier gradient_boosting --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,9dfd3a420410712d1a4475192f66eb499fb1e0b9edde4e97bbd97529534f20e6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:07:55.151111+00:00,2026-09-18T12:08:07.786776+00:00,complete,896a144ee2855640e9ad7fa7b516c7823a31aa1cb2771c261cba878328a4f2bf,
train_classical-20260918T173809-bcfa881f,hawk-prime,hawk-prime-agent,scripts/20_train_classical.py --config configs/study_25class.yaml --encoder siglip2_so400m --classifier knn --seed 42,3b9d04201fff53734e9703c0a301eeb09ba4f252,5a175c440b6c6d9995095eaf568ce1a847e4bbd6db2a115ac65eb540a589eef0,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:08:09.152706+00:00,2026-09-18T12:08:11.419454+00:00,complete,0630a3969374733d92c090dbd2788a1d135eff50106a9b2e369e1979986dfe7f,
train_mil-20260918T173828-d37104e4,hawk-prime,hawk-prime-agent,scripts/30_train_mil.py --config configs/study_25class.yaml --encoder siglip2_so400m --seed 42 --epochs 2 --device auto,3b9d04201fff53734e9703c0a301eeb09ba4f252,b2ede74e1780ca0f6ca244c64b2af72b6c2693e8c0e57ce31655b6aaa49b2f7f,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:08:28.855354+00:00,2026-09-18T12:08:29.000910+00:00,failed,,TypeError: GatedAttentionMIL.__init__() got an unexpected keyword argument 'instance_layers'
train_mil-20260918T173855-5fa3266d,hawk-prime,hawk-prime-agent,scripts/30_train_mil.py --config configs/study_25class.yaml --encoder siglip2_so400m --seed 42 --epochs 2 --device auto,3b9d04201fff53734e9703c0a301eeb09ba4f252,b2ede74e1780ca0f6ca244c64b2af72b6c2693e8c0e57ce31655b6aaa49b2f7f,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:08:55.695562+00:00,2026-09-18T12:08:57.753647+00:00,complete,b9c2358a25c0f3a571e6bcd3452305e5848cae1c8674f92fc9895bca6b2b5d2a,
tune_mil-20260918T174050-ad19e720,hawk-prime,hawk-prime-agent,scripts/31_tune_mil.py --config configs/study_25class.yaml --encoder siglip2_so400m --trials 1 --epochs 2 --device auto,3b9d04201fff53734e9703c0a301eeb09ba4f252,d4fac88756049bef96563ef54cf978dabb700dade3585d888e6622849e94b502,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:10:50.961718+00:00,2026-09-18T12:10:52.625614+00:00,complete,d9fbefecc8dd28f511e78879d8285c40c9fb499a9473340bd21ef9cb67b98a59,
cross_validate_mil-20260918T174055-809729d3,hawk-prime,hawk-prime-agent,scripts/32_run_cross_validation.py --config configs/study_25class.yaml --encoder siglip2_so400m --folds 2 --epochs 2 --device auto,3b9d04201fff53734e9703c0a301eeb09ba4f252,f6080f70b3f0772012556932092126d5a367d28a95bd692e580f8a6148a00ab5,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:10:55.335677+00:00,2026-09-18T12:10:57.481324+00:00,complete,670766c47840efa1300439889efa86e10f9a5224eacfd46731e0bac4f4c1b5f0,
repeat_mil-20260918T174100-6b3c2133,hawk-prime,hawk-prime-agent,"scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder siglip2_so400m --seeds 42,43 --epochs 2 --device auto",3b9d04201fff53734e9703c0a301eeb09ba4f252,4302fb5ad8ae95baf6640928bb98fc0b3cbccc2dbc084fd0c79f188e14ae9284,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:11:00.143291+00:00,2026-09-18T12:11:02.537528+00:00,complete,c03f4793dd449026d2d628af27cbdf45f1ea123a8d5d1df49a5828ca7dc8541b,
repeat_mil-20260918T174105-752ef0a6,hawk-prime,hawk-prime-agent,"scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder resnet50 --seeds 42,43 --epochs 2 --device auto",3b9d04201fff53734e9703c0a301eeb09ba4f252,654ed7864e6d3d4f5187a755314890136bcaaabb02d83fa3df456d2542fb540f,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:11:05.194046+00:00,2026-09-18T12:11:07.623930+00:00,complete,d386aff0b52472051e6ea4e3f329d6292c5d6dc2863b41466511145e020ff0f7,
repeat_mil-20260918T174110-6733c7f0,hawk-prime,hawk-prime-agent,"scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder inception_v3 --seeds 42,43 --epochs 2 --device auto",3b9d04201fff53734e9703c0a301eeb09ba4f252,d8c7ba7e5a81ae243f5c3bf492a389d8e93e832015283dd3a562cce0ed03091a,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:11:10.233770+00:00,2026-09-18T12:11:12.626078+00:00,complete,56d27bf6d414f811fc63626e0824f54e87cfa748a1289f598c45422d6687accc,
repeat_mil-20260918T174115-a1516ae4,hawk-prime,hawk-prime-agent,"scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder bit50 --seeds 42,43 --epochs 2 --device auto",3b9d04201fff53734e9703c0a301eeb09ba4f252,4c1773542586e2d9c67a35668b4edc3ce9f435358fffbb3a629697df97118d7a,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:11:15.244260+00:00,2026-09-18T12:11:17.670533+00:00,complete,412c35868a0ea6c152b911c049b5db50ab45c69ac270eea4d68c7b55a85126b0,
repeat_mil-20260918T174120-3c00d9dc,hawk-prime,hawk-prime-agent,"scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder vit_base --seeds 42,43 --epochs 2 --device auto",3b9d04201fff53734e9703c0a301eeb09ba4f252,7dd5e5569ac0c2fd6a2200e950bdc76efe6ad3c0b2deb457e6e565fb228769c6,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:11:20.283139+00:00,2026-09-18T12:11:22.719385+00:00,complete,480b7a44e786bb5d46db6b1639db7d3526851f261fdcbbd81dfc9e4eb4debb64,
repeat_mil-20260918T174125-b6ca47dc,hawk-prime,hawk-prime-agent,"scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder clip_vitb32 --seeds 42,43 --epochs 2 --device auto",3b9d04201fff53734e9703c0a301eeb09ba4f252,14e45bb9d6456b7f0f0fd3c336f023b61e280fbef7046ee4d1e399d42ebd29de,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:11:25.343208+00:00,2026-09-18T12:11:27.786138+00:00,complete,59ba2b786100458678e0986f2268d38cb1660fc823ee9fbd241f510629f85a58,
repeat_mil-20260918T174130-f112e5d6,hawk-prime,hawk-prime-agent,"scripts/33_run_repeated_seeds.py --config configs/study_25class.yaml --encoder derm_foundation --seeds 42,43 --epochs 2 --device auto",3b9d04201fff53734e9703c0a301eeb09ba4f252,c87b3d88271358888a028fcb152346266755cdc3e21e1a91d9170e7175755750,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T12:11:30.493705+00:00,2026-09-18T12:11:33.073307+00:00,complete,73a7926d1cb0813e8109ab45b540e0d646534f49d4051b5dee655ae0df3aacd4,
extract_features-20260918T183551-c14676ef,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/10_extract_features.py --config configs/study_25class.yaml --encoder resnet50 --device auto,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,0603f605705841e199496485e974d6fdd2f1689606b165016779c2592a4fef20,,,2026-09-18T13:05:51.573451+00:00,2026-09-18T13:05:53.037110+00:00,complete,21e25bcaed0b5a140ed390ae3fad89881902b1c90ce200521f163cd628ca4f06,
train_classical-20260918T183554-3538e059,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder resnet50 --classifier logistic,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,1aeddcd2ba0452084e4f8dd9c667625391733c88ac0a1da4366c6333a3b17bd0,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:05:54.534276+00:00,2026-09-18T13:05:56.517721+00:00,complete,2984879376566bcb71574ad60eb66150b455c736129f7434ddd76ec800096f20,
train_classical-20260918T183557-1cac9b38,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder resnet50 --classifier svm_linear,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,86b6666a96229475e590f3e2d971ce32b45c922f3cfc7ded14c12f9fbead2a09,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:05:57.937194+00:00,2026-09-18T13:06:00.221152+00:00,complete,120ee3f77a0425819d0259c53ae53c1f8ed405ea332637d7abc3f3636a94dab2,
train_classical-20260918T183601-c415e479,hawk-prime,hawk-prime-agent,/home/prime/Documents/github/derm-paper-codebases/hawk-derm/scripts/20_train_classical.py --config configs/study_25class.yaml --encoder resnet50 --classifier random_forest,f1e4b7cac0d763cf3bf1fb371dbe5f892c758dfe,65ac5486be628388c4ee48c8b45afbb923285a628e9ad6b8816d7355c3ba1680,,247d6a71a26e4e89dfb09cb54d78fba8e3c4a604da5d4f23913223af3487a8f6,2026-09-18T13:06:01.566545+00:00,2026-09-18T13:06:11.998895+00:00,complete,9c4af083d680cf13fdbee4f132107086533df75b9d723421bce797a997ed55eb,
