photos,replicate,metric,mil_minus_rf
1,0,macro_roc_auc,0.023712543503467964
1,1,macro_roc_auc,0.020671085144150836
1,2,macro_roc_auc,0.02468718958181937
1,3,macro_roc_auc,0.020895430487934186
1,4,macro_roc_auc,0.016743212000697838
1,5,macro_roc_auc,0.022432867994102046
1,6,macro_roc_auc,0.025489594715898956
1,7,macro_roc_auc,0.01726861852802586
1,8,macro_roc_auc,0.017756205019134552
1,9,macro_roc_auc,0.02508800709329173
1,10,macro_roc_auc,0.037483985986626056
1,11,macro_roc_auc,0.02847587925277395
1,12,macro_roc_auc,0.011046146724971284
1,13,macro_roc_auc,0.019690788909437207
1,14,macro_roc_auc,0.026245657640323494
1,15,macro_roc_auc,0.017478490805985625
1,16,macro_roc_auc,0.01732747816405389
1,17,macro_roc_auc,0.01827284883978031
1,18,macro_roc_auc,0.018939861595596796
1,19,macro_roc_auc,0.02211968422463151
1,20,macro_roc_auc,0.018040824664061428
1,21,macro_roc_auc,0.017281152986668213
1,22,macro_roc_auc,0.015477724310996366
1,23,macro_roc_auc,0.022836564094748213
1,24,macro_roc_auc,0.01896418505718045
1,25,macro_roc_auc,0.024176244172863015
1,26,macro_roc_auc,0.030714013549119623
1,27,macro_roc_auc,0.02930519475736615
1,28,macro_roc_auc,0.0219058328966949
1,29,macro_roc_auc,0.038716168668595285
1,30,macro_roc_auc,0.03216226836337943
1,31,macro_roc_auc,0.01844373110261588
1,32,macro_roc_auc,0.03368522643899119
1,33,macro_roc_auc,0.029879677120499104
1,34,macro_roc_auc,0.018545965218328853
1,35,macro_roc_auc,0.02088193779259917
1,36,macro_roc_auc,0.033003677742238335
1,37,macro_roc_auc,0.02635505503669411
1,38,macro_roc_auc,0.02609954642061907
1,39,macro_roc_auc,0.009223020294268358
1,40,macro_roc_auc,0.031309628500483244
1,41,macro_roc_auc,0.014205367330245244
1,42,macro_roc_auc,0.018335264044133215
1,43,macro_roc_auc,0.015840318986657498
1,44,macro_roc_auc,0.013948469777046668
1,45,macro_roc_auc,0.023173608896915998
1,46,macro_roc_auc,0.03587885129735435
1,47,macro_roc_auc,0.014828014343975071
1,48,macro_roc_auc,0.022156749785358865
1,49,macro_roc_auc,0.017963456893981267
1,50,macro_roc_auc,0.024311441211460227
1,51,macro_roc_auc,0.03030132949704245
1,52,macro_roc_auc,0.025235215431753
1,53,macro_roc_auc,0.006885412983974382
1,54,macro_roc_auc,0.03608945275912678
1,55,macro_roc_auc,0.014158650314139432
1,56,macro_roc_auc,0.024023805002051257
1,57,macro_roc_auc,0.029932422234145384
1,58,macro_roc_auc,0.015184350754900988
1,59,macro_roc_auc,0.013502335664260512
1,60,macro_roc_auc,0.015665431640423555
1,61,macro_roc_auc,0.03938962302760307
1,62,macro_roc_auc,0.028845719745698273
1,63,macro_roc_auc,0.03566841286269129
1,64,macro_roc_auc,0.03457451757246488
1,65,macro_roc_auc,0.036230020899244764
1,66,macro_roc_auc,0.014634964548427831
1,67,macro_roc_auc,0.02772127298666527
1,68,macro_roc_auc,0.021314319930325287
1,69,macro_roc_auc,0.019649767762076942
1,70,macro_roc_auc,0.019640645233396703
1,71,macro_roc_auc,0.017846930913441694
1,72,macro_roc_auc,0.013825794600513697
1,73,macro_roc_auc,0.018439876884528084
1,74,macro_roc_auc,0.019806757774392225
1,75,macro_roc_auc,0.02375173015282661
1,76,macro_roc_auc,0.03749777031388535
1,77,macro_roc_auc,0.023713969734058704
1,78,macro_roc_auc,0.02159553958927407
1,79,macro_roc_auc,0.010788432955555982
1,80,macro_roc_auc,0.02116130388471127
1,81,macro_roc_auc,0.035370347440408234
1,82,macro_roc_auc,0.025911169307620385
1,83,macro_roc_auc,0.019219960294207472
1,84,macro_roc_auc,0.00985597892664658
1,85,macro_roc_auc,0.03612773104565692
1,86,macro_roc_auc,0.023923657313707047
1,87,macro_roc_auc,0.024170637405670048
1,88,macro_roc_auc,0.013152955402377486
1,89,macro_roc_auc,0.020761835559483188
1,90,macro_roc_auc,0.021811295687886423
1,91,macro_roc_auc,0.013890563738895412
1,92,macro_roc_auc,0.03574528125840093
1,93,macro_roc_auc,0.02647677305711238
1,94,macro_roc_auc,0.01844496588271638
1,95,macro_roc_auc,0.036454478546079305
1,96,macro_roc_auc,0.03060765751847494
1,97,macro_roc_auc,0.026298296380142694
1,98,macro_roc_auc,0.02387130117059566
1,99,macro_roc_auc,0.039588986321216546
1,100,macro_roc_auc,0.021106128326115248
1,101,macro_roc_auc,0.031137583472957808
1,102,macro_roc_auc,0.02753693057684936
1,103,macro_roc_auc,0.031498124010851836
1,104,macro_roc_auc,0.0170600952937503
1,105,macro_roc_auc,0.0203515674697049
1,106,macro_roc_auc,0.02860521329476151
1,107,macro_roc_auc,0.021515591820414293
1,108,macro_roc_auc,0.04015976405736621
1,109,macro_roc_auc,0.014046976378407572
1,110,macro_roc_auc,0.032992405666479874
1,111,macro_roc_auc,0.04312314851500998
1,112,macro_roc_auc,0.021028305378426038
1,113,macro_roc_auc,0.005299600040185037
1,114,macro_roc_auc,0.033749061597790786
1,115,macro_roc_auc,0.023213022603446598
1,116,macro_roc_auc,0.004177500214528451
1,117,macro_roc_auc,0.041162393214868476
1,118,macro_roc_auc,0.04314185430235773
1,119,macro_roc_auc,0.025794109558100797
1,120,macro_roc_auc,0.015854200623852233
1,121,macro_roc_auc,0.029756852893516705
1,122,macro_roc_auc,0.024269621903725502
1,123,macro_roc_auc,0.04632472691821299
1,124,macro_roc_auc,0.02266790336159652
1,125,macro_roc_auc,0.027625243326702797
1,126,macro_roc_auc,0.040076739357916225
1,127,macro_roc_auc,0.02378163715168924
1,128,macro_roc_auc,0.029925013780443765
1,129,macro_roc_auc,0.016573823356489603
1,130,macro_roc_auc,0.019407736721607782
1,131,macro_roc_auc,0.03230496896730184
1,132,macro_roc_auc,0.039686519293242406
1,133,macro_roc_auc,0.026216110152851968
1,134,macro_roc_auc,0.0012194735545131286
1,135,macro_roc_auc,0.030337180859347446
1,136,macro_roc_auc,0.017303552906738795
1,137,macro_roc_auc,0.01919592317187413
1,138,macro_roc_auc,0.03141121292929261
1,139,macro_roc_auc,0.053661506311658
1,140,macro_roc_auc,0.040038447136379496
1,141,macro_roc_auc,0.014654744119131258
1,142,macro_roc_auc,0.02060712695694711
1,143,macro_roc_auc,0.016899480885167795
1,144,macro_roc_auc,0.025635886254325113
1,145,macro_roc_auc,0.018046602131347123
1,146,macro_roc_auc,0.00443209608565609
1,147,macro_roc_auc,0.014841377005493372
1,148,macro_roc_auc,0.019583042616073687
1,149,macro_roc_auc,0.014840096900168964
1,150,macro_roc_auc,0.014831101601744057
1,151,macro_roc_auc,0.018230484442204098
1,152,macro_roc_auc,0.02221356670455088
1,153,macro_roc_auc,0.017286416355283496
1,154,macro_roc_auc,0.03129081364698616
